age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
36,Private,193815,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,1
20,Private,315877,HS-grad,9,Never-married,Other-service,Unmarried,White,Male,0,2001,40,United-States,0
47,Private,155659,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,55,United-States,1
42,Private,184837,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,7298,0,40,United-States,1
43,State-gov,99185,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
33,Private,198727,HS-grad,9,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,United-States,0
49,Federal-gov,252616,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,0
22,Private,316304,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,50,United-States,0
30,Private,19678,Bachelors,13,Married-AF-spouse,Sales,Wife,Asian-Pac-Islander,Female,0,0,60,Philippines,1
55,Private,282753,5th-6th,3,Divorced,Other-service,Unmarried,Black,Male,0,0,25,United-States,0
38,Federal-gov,39089,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,6849,0,50,United-States,0
57,Private,174353,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,0
25,Private,211424,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,0
22,Private,344176,HS-grad,9,Never-married,Sales,Unmarried,White,Male,0,0,20,United-States,0
41,Private,75012,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,0
37,Private,294919,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,0
46,Private,106662,Bachelors,13,Separated,Sales,Not-in-family,White,Male,99999,0,55,United-States,1
55,Local-gov,104996,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,15,United-States,0
25,Private,125159,Assoc-acdm,12,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,Jamaica,0
43,Private,244419,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,0
20,Private,236804,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,0
50,Private,190762,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Mexico,0
22,Private,161638,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,White,Female,0,0,40,Columbia,0
26,Private,139116,Some-college,10,Never-married,Other-service,Own-child,Black,Female,0,0,50,United-States,0
41,Private,29762,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,52,United-States,1
48,Private,108699,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
41,,77937,12th,8,Divorced,,Not-in-family,White,Female,0,0,40,Canada,0
49,Self-emp-not-inc,343742,10th,6,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,32,United-States,0
40,Local-gov,39581,Prof-school,15,Separated,Prof-specialty,Own-child,Black,Female,0,0,40,United-States,0
61,Private,228287,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,0
21,Private,99970,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,15,United-States,0
44,Self-emp-inc,153132,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,52,United-States,1
51,Private,280292,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
38,State-gov,239539,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,0
27,Private,333296,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0,0,30,,0
40,Self-emp-inc,37869,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,0
73,Private,573446,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,15,United-States,0
49,,57665,Bachelors,13,Divorced,,Own-child,White,Female,0,0,40,United-States,0
65,Private,95644,Assoc-acdm,12,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,0
59,Private,75541,HS-grad,9,Widowed,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,0
57,Private,161097,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,26,United-States,0
51,Private,229225,Masters,14,Divorced,Other-service,Not-in-family,Black,Female,0,0,18,United-States,1
35,Private,282979,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,5178,0,50,United-States,1
25,Private,181666,Assoc-acdm,12,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,0
28,Private,191935,Assoc-acdm,12,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,0
31,Self-emp-not-inc,108468,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,1
48,Local-gov,188741,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,0
55,,141807,HS-grad,9,Never-married,,Not-in-family,White,Male,13550,0,40,United-States,1
48,Private,168038,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,1564,50,United-States,1
25,Private,177147,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,0
21,Private,205844,Some-college,10,Never-married,Sales,Own-child,Black,Female,0,0,25,United-States,0
38,Private,196123,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
34,Private,228386,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,Black,Female,0,0,70,United-States,0
59,Private,168569,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,0
41,Private,82049,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
49,Private,43348,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,1
69,Self-emp-not-inc,69306,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,15,United-States,0
36,State-gov,147258,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male,0,0,60,United-States,0
35,Private,98776,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States,0
39,Private,273362,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
30,Private,200700,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,0
38,Federal-gov,248919,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2051,40,United-States,0
46,Private,174995,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,45,United-States,0
55,Private,129762,HS-grad,9,Divorced,Other-service,Other-relative,White,Female,0,0,40,Scotland,0
43,,109912,Bachelors,13,Married-civ-spouse,,Wife,White,Female,0,0,7,United-States,1
42,Private,511068,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40,United-States,1
28,Local-gov,134771,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,55,United-States,0
47,Private,358382,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,0,0,40,United-States,0
53,Local-gov,146834,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,45,United-States,0
25,Local-gov,202300,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0
26,Private,220656,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Male,0,0,40,United-States,0
60,Private,140516,Some-college,10,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0
19,Private,208066,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,0
49,State-gov,336509,10th,6,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0
46,Federal-gov,340718,11th,7,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
45,Private,255014,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,1
47,Private,146497,Some-college,10,Separated,Adm-clerical,Unmarried,White,Female,0,0,16,Germany,0
40,Private,50524,12th,8,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
18,Private,261714,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,0
60,Federal-gov,404023,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,10520,0,40,United-States,1
42,Private,251229,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
40,Private,91959,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,46,United-States,1
28,Private,251905,Masters,14,Never-married,Sales,Not-in-family,White,Male,0,0,42,United-States,0
27,Private,193898,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,0
46,Private,254367,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,1590,48,United-States,0
45,Private,163174,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4386,0,40,United-States,1
29,Private,32897,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,25,United-States,0
47,Private,191277,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,1
38,Self-emp-not-inc,100316,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,0
44,Private,310255,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,1
51,Private,158508,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,36,United-States,0
54,Local-gov,279881,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,0
46,Self-emp-inc,285335,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,1
23,Private,224716,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,35,United-States,0
34,Private,219619,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,0
24,Private,278130,Assoc-voc,11,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,0
38,Federal-gov,338320,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States,1
27,Self-emp-inc,233724,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Male,0,0,38,United-States,0
27,Private,189775,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,0
37,Self-emp-inc,51264,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1
59,Private,157305,Preschool,1,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,Dominican-Republic,0
31,Private,97723,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
35,Private,98948,Bachelors,13,Married-civ-spouse,Other-service,Wife,White,Female,0,0,32,United-States,0
61,Private,182163,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,40,United-States,1
58,State-gov,179089,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,0
57,Self-emp-not-inc,200316,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,0
20,Private,146538,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
29,,41281,Bachelors,13,Married-spouse-absent,,Not-in-family,White,Male,0,0,50,United-States,0
59,Private,59584,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,0
30,Private,114691,Bachelors,13,Never-married,Adm-clerical,Other-relative,White,Male,0,0,40,United-States,0
20,Private,379198,HS-grad,9,Never-married,Other-service,Other-relative,Other,Male,0,0,40,Mexico,0
40,Private,280362,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,35,United-States,0
21,Private,235442,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0
25,Local-gov,58441,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
51,Private,313146,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
64,Private,144182,HS-grad,9,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,23,United-States,0
60,Private,197311,HS-grad,9,Divorced,Priv-house-serv,Unmarried,White,Female,0,0,99,United-States,0
39,Private,183892,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
29,,199116,HS-grad,9,Married-civ-spouse,,Husband,White,Male,2407,0,40,Dominican-Republic,0
63,Private,237620,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,United-States,0
59,Self-emp-not-inc,104216,Prof-school,15,Married-civ-spouse,Sales,Husband,White,Male,0,0,25,United-States,0
27,Private,327766,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,0
55,Private,145214,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,4650,0,20,United-States,0
45,Federal-gov,106910,HS-grad,9,Never-married,Transport-moving,Unmarried,Asian-Pac-Islander,Female,0,0,40,United-States,0
25,Private,143267,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,48,United-States,0
24,State-gov,123160,Masters,14,Married-spouse-absent,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,10,China,0
29,Private,114158,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,0
27,Private,97490,Some-college,10,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States,0
32,Private,295117,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,England,1
36,Private,120204,HS-grad,9,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,United-States,0
33,Private,473133,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,50,United-States,1
67,Self-emp-not-inc,105907,1st-4th,2,Widowed,Other-service,Not-in-family,Black,Female,0,0,20,United-States,0
18,Private,152182,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,25,United-States,0
31,Private,203488,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1977,45,United-States,1
20,Private,228686,11th,7,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0
40,Private,24038,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,55,United-States,0
39,Private,258102,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,0
75,Private,239038,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,16,United-States,0
44,Private,185602,Assoc-voc,11,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,0
26,Private,51961,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,20,United-States,0
36,Private,111377,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
20,Private,312017,Some-college,10,Never-married,Protective-serv,Own-child,White,Male,0,0,40,Germany,0
31,Private,175985,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,0
60,Private,532845,1st-4th,2,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico,1
25,Private,178326,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,0
29,Private,176723,Some-college,10,Never-married,Sales,Unmarried,White,Female,0,0,25,United-States,0
28,Private,138054,Assoc-acdm,12,Never-married,Other-service,Not-in-family,Other,Male,0,0,40,United-States,0
55,Self-emp-inc,124137,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1
45,Private,139571,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,1
52,Private,35598,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Male,0,0,40,United-States,0
19,,98283,Some-college,10,Never-married,,Own-child,Asian-Pac-Islander,Male,0,0,32,United-States,0
35,Private,227571,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Mexico,0
49,Local-gov,371886,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,56,United-States,1
43,Self-emp-not-inc,237670,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,25,United-States,0
81,,147097,Bachelors,13,Widowed,,Not-in-family,White,Male,0,0,5,United-States,0
33,Self-emp-not-inc,199539,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,65,United-States,0
63,Private,188999,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,0
35,Private,192923,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2377,40,United-States,0
29,Private,108431,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,2415,40,United-States,1
42,Private,121264,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
63,Self-emp-not-inc,29859,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,7688,0,60,United-States,1
49,Private,202053,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,32,United-States,0
66,Self-emp-not-inc,51415,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,4931,0,98,United-States,0
49,Private,191320,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,24,United-States,0
39,Private,177277,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,1
43,Private,226902,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,80,United-States,1
39,Private,231141,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2829,0,40,United-States,0
24,Private,190293,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
21,Private,97212,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,2001,25,United-States,0
