city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_type,last_new_job,training_hours,target
0.926,Female,No relevent experience,Full time course,Graduate,STEM,2,,2,125,0
0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,3,Pvt Ltd,1,14,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,Public Sector,2,29,0
0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,Pvt Ltd,>4,24,0
0.926,,No relevent experience,no_enrollment,Masters,STEM,>20,Pvt Ltd,1,50,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,Humanities,15,Pvt Ltd,1,103,0
0.698,,Has relevent experience,no_enrollment,Graduate,STEM,13,,1,37,0
0.92,Male,Has relevent experience,no_enrollment,Masters,Business Degree,2,Pvt Ltd,1,30,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,Pvt Ltd,3,258,0
0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,Pvt Ltd,1,25,1
0.893,Male,No relevent experience,Part time course,High School,,5,Pvt Ltd,1,32,0
0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,,1,72,0
0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Other,>4,18,0
0.896,Male,No relevent experience,,,,>20,,never,6,0
0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,Early Stage Startup,1,53,1
0.923,,Has relevent experience,no_enrollment,Graduate,STEM,>20,Pvt Ltd,never,90,0
0.887,,No relevent experience,no_enrollment,Masters,Business Degree,<1,,1,150,1
0.804,Male,No relevent experience,Full time course,High School,,11,,never,64,1
0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,Pvt Ltd,4,24,0
0.693,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,Pvt Ltd,3,4,0
0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,,>4,70,0
0.776,Male,No relevent experience,Full time course,Graduate,STEM,2,,never,9,1
0.624,,Has relevent experience,no_enrollment,Masters,STEM,2,Pvt Ltd,2,90,1
0.788,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,>4,126,0
0.479,,Has relevent experience,Full time course,,,2,Early Stage Startup,1,48,1
0.698,Male,No relevent experience,Full time course,High School,,10,Early Stage Startup,1,102,1
0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Pvt Ltd,1,31,0
0.91,Male,Has relevent experience,Full time course,Graduate,STEM,8,,3,17,0
0.866,Male,No relevent experience,Full time course,High School,,5,,never,19,0
0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,4,Pvt Ltd,3,157,1
0.92,Male,No relevent experience,no_enrollment,High School,,3,Early Stage Startup,1,110,0
0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,Pvt Ltd,never,56,1
0.804,Male,No relevent experience,no_enrollment,Graduate,STEM,11,Pvt Ltd,1,136,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,Funded Startup,3,38,0
0.92,,Has relevent experience,,,,6,,,156,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,>4,36,0
0.624,,No relevent experience,Full time course,Graduate,STEM,3,Pvt Ltd,1,50,1
0.878,Male,No relevent experience,no_enrollment,Primary School,,6,Pvt Ltd,3,12,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,,4,14,0
0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Pvt Ltd,>4,21,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,9,Other,4,16,0
0.893,Male,No relevent experience,no_enrollment,Masters,STEM,4,NGO,1,88,0
0.624,Male,Has relevent experience,,Masters,STEM,5,Early Stage Startup,,107,1
0.926,Male,Has relevent experience,Full time course,High School,,18,,1,43,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,Pvt Ltd,>4,56,0
0.682,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,,never,47,0
0.939,Male,Has relevent experience,Full time course,Phd,STEM,>20,,>4,50,0
0.789,,No relevent experience,no_enrollment,Graduate,STEM,5,,never,139,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,15,Pvt Ltd,>4,17,0
0.92,,Has relevent experience,no_enrollment,Masters,STEM,13,,>4,38,1
0.624,Male,No relevent experience,Full time course,High School,,8,Pvt Ltd,never,328,0
0.624,,Has relevent experience,no_enrollment,Graduate,STEM,3,Funded Startup,1,9,1
0.689,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,,2,135,0
0.878,,No relevent experience,Full time course,High School,,5,,never,8,0
0.939,Male,No relevent experience,no_enrollment,Masters,STEM,4,,1,18,0
0.884,,No relevent experience,,High School,,11,,never,232,0
0.763,,Has relevent experience,no_enrollment,Graduate,STEM,6,Pvt Ltd,never,76,1
0.897,,No relevent experience,Full time course,Graduate,STEM,2,,1,29,1
0.556,Male,Has relevent experience,Part time course,Graduate,STEM,7,Pvt Ltd,1,102,0
0.92,Male,No relevent experience,Full time course,High School,,6,,1,8,1
0.762,,No relevent experience,Full time course,Graduate,STEM,6,,never,22,0
0.624,,Has relevent experience,no_enrollment,Graduate,STEM,7,Pvt Ltd,4,66,0
0.762,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Pvt Ltd,>4,15,0
0.624,Female,No relevent experience,Full time course,Masters,STEM,3,,never,94,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,2,19,0
0.926,Male,No relevent experience,no_enrollment,Graduate,STEM,17,Pvt Ltd,1,18,0
0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Pvt Ltd,>4,6,0
0.92,,Has relevent experience,no_enrollment,Graduate,STEM,8,Funded Startup,4,77,0
0.802,Female,Has relevent experience,no_enrollment,Masters,STEM,2,Pvt Ltd,1,108,0
0.866,Male,Has relevent experience,Full time course,Graduate,STEM,6,,1,108,0
0.827,Male,Has relevent experience,no_enrollment,Masters,STEM,17,Pvt Ltd,>4,102,0
0.939,,No relevent experience,no_enrollment,,,1,,1,75,0
0.926,,No relevent experience,no_enrollment,High School,,4,,1,126,1
0.738,Male,Has relevent experience,Full time course,Graduate,STEM,3,Pvt Ltd,1,24,0
0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,8,Pvt Ltd,1,30,0
0.624,Male,No relevent experience,Full time course,Graduate,STEM,2,,never,37,0
0.843,Male,Has relevent experience,no_enrollment,Masters,STEM,7,Pvt Ltd,never,43,0
0.89,Male,Has relevent experience,no_enrollment,High School,,>20,Early Stage Startup,2,148,0
0.55,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,Funded Startup,1,23,0
0.887,Male,Has relevent experience,no_enrollment,High School,,5,Pvt Ltd,1,88,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,2,60,0
0.92,,No relevent experience,Full time course,Graduate,STEM,3,,1,70,1
0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,4,,1,41,1
0.802,Male,No relevent experience,,High School,,3,Pvt Ltd,never,102,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,10,Pvt Ltd,>4,206,0
0.926,,No relevent experience,Full time course,Graduate,STEM,1,Pvt Ltd,1,86,0
0.624,Male,No relevent experience,Full time course,Graduate,STEM,2,,1,222,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,Pvt Ltd,1,72,0
0.738,Male,No relevent experience,Full time course,Masters,STEM,1,,1,26,1
0.743,Male,No relevent experience,,Graduate,STEM,3,,never,16,1
0.698,,Has relevent experience,no_enrollment,Masters,STEM,1,Pvt Ltd,,29,1
0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,15,,2,112,0
0.92,Male,Has relevent experience,Part time course,Graduate,STEM,16,NGO,1,22,0
0.763,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,Pvt Ltd,>4,146,0
0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,Pvt Ltd,1,6,0
0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,10,Pvt Ltd,1,33,1
0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,Funded Startup,2,68,1
0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,Funded Startup,2,53,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Pvt Ltd,>4,152,0
0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,10,Pvt Ltd,1,50,0
0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Pvt Ltd,>4,51,0
0.624,Male,No relevent experience,Full time course,High School,,1,,never,202,0
0.855,Male,No relevent experience,no_enrollment,High School,,5,,1,57,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,Public Sector,2,116,1
0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,15,Pvt Ltd,4,11,0
0.666,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,Pvt Ltd,1,17,0
0.624,,Has relevent experience,no_enrollment,Masters,STEM,8,Pvt Ltd,1,104,0
0.897,,Has relevent experience,no_enrollment,Masters,STEM,6,Pvt Ltd,1,64,0
0.848,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,Pvt Ltd,never,86,0
0.913,Male,Has relevent experience,no_enrollment,Graduate,No Major,>20,Pvt Ltd,1,39,0
0.527,,Has relevent experience,Part time course,High School,,2,,,50,1
0.91,Male,Has relevent experience,no_enrollment,Graduate,Humanities,5,Pvt Ltd,>4,6,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,Humanities,<1,,1,94,1
0.624,,No relevent experience,Full time course,Graduate,STEM,10,,never,25,1
0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Pvt Ltd,,149,0
0.754,,Has relevent experience,no_enrollment,Graduate,STEM,6,,1,44,1
0.926,Male,Has relevent experience,Part time course,Masters,STEM,7,Public Sector,1,27,0
0.556,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,2,27,1
0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,Pvt Ltd,1,18,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,Pvt Ltd,>4,72,0
0.624,Male,No relevent experience,no_enrollment,Graduate,,3,,,100,1
0.698,Male,No relevent experience,Full time course,Graduate,STEM,4,,2,112,1
0.698,Male,Has relevent experience,Full time course,Graduate,STEM,<1,,2,26,1
0.949,Male,Has relevent experience,no_enrollment,Masters,STEM,10,Pvt Ltd,2,62,0
0.92,,Has relevent experience,no_enrollment,Graduate,STEM,7,,>4,135,0
0.92,,Has relevent experience,no_enrollment,Phd,STEM,>20,Pvt Ltd,3,84,0
0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,2,,1,40,0
0.804,Male,No relevent experience,Full time course,High School,,3,,never,32,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Pvt Ltd,1,22,0
0.555,,No relevent experience,Full time course,Graduate,STEM,2,,1,3,0
0.92,Male,No relevent experience,no_enrollment,Phd,STEM,7,Public Sector,>4,6,1
0.903,,Has relevent experience,Part time course,Graduate,STEM,13,,4,47,1
0.754,Male,Has relevent experience,Part time course,High School,,5,Funded Startup,2,57,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,1,12,1
0.897,,No relevent experience,Full time course,High School,,4,,2,14,0
0.926,Male,Has relevent experience,no_enrollment,High School,,13,Pvt Ltd,>4,83,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Pvt Ltd,>4,148,0
0.91,Female,Has relevent experience,no_enrollment,High School,,9,Pvt Ltd,2,12,0
0.804,Male,Has relevent experience,no_enrollment,Masters,Other,13,Public Sector,1,166,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,Pvt Ltd,2,7,0
0.855,Male,Has relevent experience,Part time course,Graduate,STEM,6,,1,90,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,3,Funded Startup,1,18,0
0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,11,NGO,1,28,0
0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,Pvt Ltd,1,218,0
0.92,Male,No relevent experience,Full time course,High School,,5,,1,108,0
0.939,Male,No relevent experience,no_enrollment,Graduate,STEM,15,Pvt Ltd,>4,114,0
0.899,Male,Has relevent experience,Part time course,Graduate,STEM,7,Early Stage Startup,1,63,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,Pvt Ltd,3,155,0
0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,16,Pvt Ltd,4,63,0
0.558,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,Pvt Ltd,>4,68,1
0.698,Female,No relevent experience,,High School,,<1,,>4,67,0
0.926,,Has relevent experience,no_enrollment,High School,,17,Pvt Ltd,3,15,0
0.624,Male,Has relevent experience,Full time course,Graduate,STEM,11,Pvt Ltd,1,76,1
0.855,,Has relevent experience,no_enrollment,Graduate,STEM,15,Pvt Ltd,3,64,0
0.767,Male,No relevent experience,no_enrollment,Graduate,STEM,10,,never,52,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,,2,36,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,Pvt Ltd,1,4,0
0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,Pvt Ltd,1,8,0
0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Pvt Ltd,>4,43,1
0.836,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,Pvt Ltd,1,81,0
0.762,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Pvt Ltd,>4,15,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Early Stage Startup,1,8,0
0.624,,Has relevent experience,no_enrollment,Masters,STEM,4,Pvt Ltd,1,45,0
0.738,Male,No relevent experience,no_enrollment,,,2,,never,68,0
0.666,Male,No relevent experience,no_enrollment,Graduate,STEM,3,,2,44,1
0.624,Male,No relevent experience,Full time course,High School,,3,,never,28,1
0.926,Female,Has relevent experience,no_enrollment,High School,,6,Pvt Ltd,never,23,0
0.754,Male,No relevent experience,Full time course,Graduate,STEM,5,,never,13,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Pvt Ltd,3,9,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Pvt Ltd,>4,61,1
0.924,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Pvt Ltd,>4,162,0
0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,Pvt Ltd,3,20,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Pvt Ltd,4,28,1
0.624,,Has relevent experience,no_enrollment,Graduate,STEM,7,Early Stage Startup,1,42,1
0.92,,Has relevent experience,no_enrollment,Graduate,STEM,16,,>4,28,0
0.698,Male,Has relevent experience,Full time course,,,9,,>4,155,1
0.754,Male,Has relevent experience,no_enrollment,Masters,STEM,4,,1,92,0
0.855,Male,Has relevent experience,no_enrollment,Graduate,Humanities,9,Pvt Ltd,2,226,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,Pvt Ltd,3,42,0
0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Early Stage Startup,2,130,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,14,,2,94,0
0.926,Male,No relevent experience,,High School,,3,,1,22,0
0.92,Male,No relevent experience,Full time course,Graduate,STEM,7,Pvt Ltd,never,28,0
0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,,2,6,0
0.91,Male,Has relevent experience,Full time course,Graduate,STEM,17,Pvt Ltd,>4,26,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,Other,11,Pvt Ltd,1,21,1
0.92,Female,No relevent experience,no_enrollment,Masters,STEM,5,Funded Startup,2,22,0
0.856,Male,Has relevent experience,Part time course,Graduate,STEM,3,Pvt Ltd,2,182,1
0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,Pvt Ltd,3,81,0
0.92,Male,Has relevent experience,Full time course,High School,,8,Pvt Ltd,1,276,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,Pvt Ltd,never,25,0
0.92,,No relevent experience,no_enrollment,Graduate,Arts,15,Pvt Ltd,>4,33,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,Pvt Ltd,1,20,0
0.92,Male,Has relevent experience,no_enrollment,High School,,5,,4,163,0
0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,10,Pvt Ltd,2,64,0
0.923,Male,Has relevent experience,no_enrollment,Primary School,,10,,>4,23,0
0.939,Other,No relevent experience,Part time course,High School,,2,Pvt Ltd,2,136,0
0.926,Female,Has relevent experience,Part time course,Graduate,Other,5,Pvt Ltd,4,138,0
0.926,,No relevent experience,Full time course,High School,,3,,,20,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,Pvt Ltd,3,18,0
0.899,Male,No relevent experience,Full time course,Graduate,STEM,2,Pvt Ltd,never,28,0
0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,11,Pvt Ltd,1,25,0
0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,Funded Startup,1,6,0
0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,10,Public Sector,1,92,0
0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,11,Pvt Ltd,3,56,0
0.92,,Has relevent experience,no_enrollment,Graduate,STEM,6,Pvt Ltd,1,78,1
0.926,Male,Has relevent experience,Full time course,Masters,Other,10,Public Sector,4,28,0
0.884,Male,Has relevent experience,no_enrollment,Primary School,,11,Pvt Ltd,1,52,0
0.698,,Has relevent experience,no_enrollment,Graduate,STEM,9,Pvt Ltd,>4,37,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Pvt Ltd,1,184,0
0.843,,No relevent experience,no_enrollment,,,4,,never,62,0
0.769,Male,Has relevent experience,no_enrollment,Masters,STEM,10,Pvt Ltd,2,28,0
0.698,Male,No relevent experience,no_enrollment,High School,,6,NGO,never,254,0
0.89,,Has relevent experience,no_enrollment,Masters,STEM,12,Pvt Ltd,1,46,0
0.926,Male,Has relevent experience,Full time course,Graduate,STEM,19,Pvt Ltd,1,111,0
0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,,1,47,1
0.624,Male,Has relevent experience,Full time course,Graduate,STEM,3,Pvt Ltd,1,84,1
0.92,Female,Has relevent experience,no_enrollment,Phd,STEM,>20,NGO,>4,170,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,Pvt Ltd,>4,90,0
0.926,Male,Has relevent experience,no_enrollment,High School,,8,Pvt Ltd,>4,41,0
0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,,1,78,1
0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,11,Pvt Ltd,3,40,0
0.91,Male,No relevent experience,Full time course,High School,,2,,never,16,0
0.939,Male,Has relevent experience,no_enrollment,High School,,>20,Pvt Ltd,never,69,0
0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,Pvt Ltd,never,26,0
0.624,,Has relevent experience,no_enrollment,Graduate,STEM,3,Pvt Ltd,2,25,0
0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,Pvt Ltd,1,131,0
0.887,Male,No relevent experience,no_enrollment,High School,,3,,never,78,0
0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Pvt Ltd,never,322,0
0.579,Male,Has relevent experience,no_enrollment,,,5,Pvt Ltd,3,39,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,Pvt Ltd,2,178,0
0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,18,Pvt Ltd,2,12,0
0.84,,Has relevent experience,no_enrollment,Graduate,STEM,15,Pvt Ltd,3,15,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,Funded Startup,2,288,0
0.743,Male,Has relevent experience,no_enrollment,Masters,STEM,17,Pvt Ltd,1,32,0
0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Pvt Ltd,>4,22,0
0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,17,Pvt Ltd,>4,168,1
0.92,Male,Has relevent experience,no_enrollment,,,10,,1,10,0
0.624,,No relevent experience,Full time course,Graduate,STEM,2,Pvt Ltd,never,4,1
0.92,Female,No relevent experience,,,,5,,never,31,0
0.924,Male,Has relevent experience,no_enrollment,Masters,STEM,17,Pvt Ltd,1,41,0
0.83,Male,Has relevent experience,no_enrollment,Graduate,Other,10,,2,70,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Pvt Ltd,>4,18,0
0.925,Male,No relevent experience,Full time course,Graduate,STEM,2,,2,136,1
0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,Pvt Ltd,3,17,1
0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,Funded Startup,2,41,0
0.897,Male,No relevent experience,no_enrollment,Phd,STEM,12,Public Sector,2,74,1
0.624,Female,Has relevent experience,Full time course,Masters,STEM,9,Early Stage Startup,never,218,1
0.89,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,Pvt Ltd,4,38,0
0.923,Male,Has relevent experience,no_enrollment,Masters,Humanities,13,Pvt Ltd,1,46,0
0.939,Other,No relevent experience,Full time course,High School,,3,Pvt Ltd,3,17,0
0.896,,Has relevent experience,no_enrollment,Masters,STEM,14,Pvt Ltd,>4,96,0
0.92,,No relevent experience,no_enrollment,Masters,STEM,6,,2,12,1
0.527,Male,No relevent experience,no_enrollment,Graduate,Other,3,,never,28,0
0.939,,No relevent experience,,Graduate,STEM,1,,never,11,0
0.666,,No relevent experience,no_enrollment,Graduate,No Major,9,Pvt Ltd,never,108,0
0.624,,No relevent experience,no_enrollment,Graduate,STEM,<1,Public Sector,1,190,1
0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,Pvt Ltd,>4,76,1
0.91,,Has relevent experience,no_enrollment,Graduate,STEM,2,Pvt Ltd,1,8,0
0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,10,Pvt Ltd,1,42,0
0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,Pvt Ltd,4,21,0
0.92,,No relevent experience,no_enrollment,Graduate,Humanities,6,,1,85,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Public Sector,>4,164,1
0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,Pvt Ltd,4,144,1
0.624,,Has relevent experience,no_enrollment,Graduate,STEM,7,Pvt Ltd,never,99,0
0.899,Male,Has relevent experience,Part time course,Graduate,STEM,16,Pvt Ltd,1,82,0
0.926,Female,No relevent experience,Full time course,Masters,STEM,10,Public Sector,1,196,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,Pvt Ltd,>4,28,0
0.855,Male,No relevent experience,Part time course,Graduate,STEM,2,Pvt Ltd,1,46,0
0.925,Male,No relevent experience,Full time course,Graduate,STEM,3,NGO,2,13,0
0.896,Male,Has relevent experience,no_enrollment,Masters,STEM,16,NGO,2,34,0
0.92,,Has relevent experience,no_enrollment,Graduate,STEM,5,,1,58,0
0.789,Female,No relevent experience,Full time course,Graduate,STEM,4,,never,308,1
0.855,Male,Has relevent experience,no_enrollment,Graduate,Humanities,<1,Pvt Ltd,1,78,0
0.926,Male,No relevent experience,Full time course,Graduate,STEM,8,,1,92,1
0.855,,Has relevent experience,Full time course,Graduate,STEM,4,Early Stage Startup,3,81,0
0.698,Male,No relevent experience,Full time course,High School,,7,,1,12,1
0.827,Male,No relevent experience,no_enrollment,Graduate,STEM,5,,>4,57,0
0.493,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,NGO,1,15,1
0.92,Female,Has relevent experience,no_enrollment,Masters,Humanities,>20,,1,8,1
0.624,,Has relevent experience,no_enrollment,Graduate,STEM,2,,1,65,1
0.555,Male,No relevent experience,Full time course,High School,,3,,never,46,1
0.91,Male,Has relevent experience,no_enrollment,Graduate,No Major,>20,Pvt Ltd,1,77,0
0.698,Male,Has relevent experience,no_enrollment,Masters,Humanities,13,Pvt Ltd,1,50,0
0.92,,Has relevent experience,Part time course,Graduate,STEM,19,Pvt Ltd,1,68,0
0.804,,Has relevent experience,,Graduate,STEM,12,Pvt Ltd,1,182,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,,4,20,1
0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,Pvt Ltd,>4,18,0
0.776,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,Pvt Ltd,>4,81,0
0.887,Male,Has relevent experience,Full time course,Graduate,STEM,5,Public Sector,1,34,0
0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,Public Sector,1,200,1
0.722,Male,No relevent experience,Part time course,Graduate,STEM,3,Pvt Ltd,1,55,0
0.624,Male,Has relevent experience,Part time course,Graduate,STEM,6,,1,216,1
0.55,,Has relevent experience,no_enrollment,Graduate,STEM,1,Pvt Ltd,1,145,1
0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,9,Pvt Ltd,1,41,0
0.624,Female,Has relevent experience,no_enrollment,Masters,STEM,,Pvt Ltd,,216,0
0.767,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,Pvt Ltd,1,62,0
0.939,,Has relevent experience,Full time course,Graduate,STEM,4,Pvt Ltd,,105,0
0.827,Male,Has relevent experience,Full time course,Graduate,STEM,6,,1,170,1
0.624,,Has relevent experience,no_enrollment,Graduate,STEM,5,Pvt Ltd,2,150,0
0.843,Male,Has relevent experience,Part time course,Graduate,STEM,11,Pvt Ltd,2,38,0
0.92,,Has relevent experience,no_enrollment,Graduate,STEM,2,Pvt Ltd,1,125,0
0.92,Male,Has relevent experience,Part time course,Graduate,STEM,19,Funded Startup,1,7,1
0.754,Male,Has relevent experience,no_enrollment,Masters,STEM,7,Pvt Ltd,>4,41,0
0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Funded Startup,>4,59,0
0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,,1,51,0
0.878,Male,No relevent experience,Full time course,Graduate,STEM,14,,2,8,1
0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,,>4,11,0
0.738,Male,No relevent experience,Full time course,Graduate,STEM,3,,never,82,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Pvt Ltd,>4,143,0
0.827,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,Pvt Ltd,1,10,0
0.92,,No relevent experience,Full time course,Masters,STEM,10,Public Sector,,6,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,Funded Startup,1,13,1
0.913,,Has relevent experience,Part time course,Graduate,STEM,8,Pvt Ltd,1,28,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Public Sector,>4,7,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,NGO,1,21,0
0.624,Male,No relevent experience,Full time course,Graduate,STEM,3,Pvt Ltd,3,19,1
0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,13,Pvt Ltd,2,20,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Pvt Ltd,1,162,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,Pvt Ltd,never,6,0
0.754,,Has relevent experience,no_enrollment,Primary School,,3,,never,109,0
0.789,,No relevent experience,Full time course,Graduate,STEM,2,,1,23,1
0.91,Other,Has relevent experience,Part time course,Graduate,STEM,4,,never,62,0
0.776,Female,No relevent experience,no_enrollment,Masters,STEM,1,,1,49,1
0.896,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,Early Stage Startup,1,165,0
